query-id	corpus-id	score
dqa-en-human_anno-27-q006	dqa-en-27-c0036	1
dqa-en-human_anno-79-q000	dqa-en-79-c0002	1
dqa-en-human_anno-79-q000	dqa-en-79-c0006	1
dqa-en-human_anno-79-q000	dqa-en-79-c0021	1
dqa-en-human_anno-79-q001	dqa-en-79-c0005	1
dqa-en-human_anno-79-q001	dqa-en-79-c0010	1
dqa-en-human_anno-79-q001	dqa-en-79-c0014	1
dqa-en-human_anno-79-q002	dqa-en-79-c0021	1
dqa-en-human_anno-79-q002	dqa-en-79-c0024	1
dqa-en-human_anno-79-q002	dqa-en-79-c0035	1
dqa-en-human_anno-79-q003	dqa-en-79-c0024	1
dqa-en-human_anno-79-q003	dqa-en-79-c0029	1
dqa-en-human_anno-79-q004	dqa-en-79-c0019	1
dqa-en-human_anno-79-q004	dqa-en-79-c0022	1
dqa-en-human_anno-79-q004	dqa-en-79-c0037	1
dqa-en-human_anno-79-q004	dqa-en-79-c0047	1
